id|latitude|longitude
25db62da-47fe-43f7-af23-9388af918aec|-19.74922444|29.05910904
dd4411eb-f554-449c-b776-9f3827cec234|-19.22908644|27.63642575
9d293eb5-cf83-4f65-a5ed-623dfc4f805a|-19.14450635|27.3688967
f0eb6b0f-1cc2-4633-adc7-fc06aa80324d|-20.21528536|28.51183132
3d3ba4b9-5b85-46ea-98f9-65fd594bee9c|-19.3236553|31.18657407
96e0ddac-cd9f-430d-8d3e-55174380c2d9|-19.70773289|27.40876279
bccb70b2-111b-4882-890d-6aac41c6f3d9|-17.58188254|31.18168806
bcb7c4b6-37d7-4d10-bee8-4b66b3e7809e|-17.1977707|31.86720201
7ac37e6a-25c4-4f1b-abf4-f6de8cbb8fdc|-17.73016897|32.07422393
ba99f487-fcd5-4d40-9380-15d7a7e65a2c|-20.23064888|28.02550171
2071e28a-c40d-470c-ad04-aa0c4fe023bb|-19.82935871|31.78492179
ce74a811-b0c8-4ced-9576-45667fa599c3|-19.89089516|29.96486552
92951754-39f2-4577-b5f2-c19ee5c31085|-20.76043644|30.90329773
8b18c575-d66d-4cef-a4f5-64a2221f4d4e|-17.05290892|29.4372271
48c0c822-e93a-482c-af16-750ef7cb532d|-20.05081801|27.95249296
987f861d-ad07-44a7-98b6-108d27a99cac|-18.05044393|29.97838863
2541bb2c-4f98-47be-9d6d-679c29344b96|-16.33160653|29.4780508
9ee734a8-0811-4df1-9b21-306e8923b532|-17.94606083|32.22881468
0cddcf16-ad14-460c-a7cc-389000c32dda|-17.92897812|31.957742
81f83c81-87ec-48bb-8f74-162186a98b3f|-18.66304773|29.03038431
d3c32e7a-8133-47f2-8576-4895db3bf27c|-20.62356966|31.17787213
cae971db-2c9e-4368-8643-5f1da5200401|-21.29259228|30.64689091
3af43a3c-990c-4b08-a731-0435c41819bd|-19.60799961|30.7935958
9524d3a9-dec7-4bf7-b04b-4e87c1e8ad9b|-18.95744627|30.68002811
7bef9beb-f7d0-465f-9a6d-bc16747018da|-20.53626792|29.52859047
664ff0d5-edd8-4506-ae71-cf0930177ed4|-19.59375966|29.23597167
c4d5e26f-fdb1-460f-83a2-7f3fcbe5e9e2|-17.35611972|30.05221196
6fab5d97-b549-4efb-8a4a-378bff9688d0|-21.66216001|29.78426089
dfa7e972-4c4c-4f8f-a87e-0379ba7f5e57|-16.18280867|29.13968242
61463606-d142-4195-a350-5748791bc241|-21.627648|29.57841809
d55191db-76b8-42de-a70b-d3c35d37f984|-19.53526531|29.44052744
0cfdaffd-3a09-43b4-98e9-738ebc10403b|-21.15428231|30.49056621
42cb3d15-f279-430e-8c49-76e23901abe3|-16.8639141|31.15420476
56af47d8-6cd3-4d38-ab2c-2b457676f151|-18.49020925|26.10332551
dbd20c4a-9813-4e59-897d-04a190f8a907|-19.41601223|29.21879525
9cba210c-7afe-4683-9c48-4a11d17ec464|-20.33379735|28.38252801
0441dc7a-e226-4b67-81c6-58278faa70a2|-19.4962958|30.15588567
5db2ddb7-1cff-4498-97be-d9cb5340a536|-21.11848239|30.63091293
9099c877-1ce6-47e6-993a-a30e48879bfb|-19.5198608|30.19829811
0e44eeaa-0d7e-4796-becc-d10667c6ea1a|-16.76347152|30.15032258
f2b0c3b6-dfe6-48dd-9bb7-761beb17ac60|-19.2174087|31.59444582
186db4c3-d270-4bf0-aede-b942b28b81f8|-20.52911267|31.38981285
43925d2d-14fe-4226-a4e3-5a53896abc10|-20.50011778|28.32880813
36e8d8b2-3d3d-4e9a-89f4-a0d27a7c6ca0|-19.67487318|32.43519748
bf1c5466-6b72-45a9-8005-ac817297b1c9|-21.06073073|29.05823996
5e551c13-0a95-4411-9719-6447ba37ab69|-19.36414501|30.03516913
62e55ae3-4256-45d2-a67d-05f2d19a1d65|-19.0402561|30.88640516
5c07000c-2ce8-44b8-a67a-8728074c990c|-18.42578626|31.10952183
a2dd2c76-4385-4998-adad-eec8f5beb055|-19.90074953|28.93145831
ca79ae48-0e4e-44a3-b559-d4e324a7b916|-19.19776412|29.71914537
96ecf278-dd18-49d2-a762-3084215506fa|-19.10543195|32.12008676
530e8461-ecac-4305-982b-705d70657af8|-20.26043677|29.80090498
d2a29af3-f5f1-4936-9cb3-ea475c6f8e56|-19.87482062|30.0604164
371ff53b-f004-4287-83a1-602bee43c9e4|-17.2042779|31.54263929
2fd1f2ac-41aa-4dc4-b736-d10c2edcdfe3|-17.10194519|30.21183384
47939328-6dfd-4af0-8405-cf7e2d2b74a4|-19.99087154|32.03313448
d61a00f2-5209-4d04-afb7-016200caa9e7|-20.23391538|30.41343712
ed798910-cd23-4315-be2c-8ec37ff74704|-17.66553866|29.94500194
60c2f763-daa3-460d-8651-8dafe4503acb|-17.2980023|30.24246548
9823e5fb-51ea-456c-ab46-c5908cb17a8e|-20.36454426|31.75250255
d0e6f2e2-bb85-4a9a-815d-bc76d0093814|-20.00049741|29.21182398
4a83b36c-cbd3-419c-b8ae-f1a6489060e3|-19.05104373|29.60617296
ce38bd13-5525-4304-b59d-c05f27e812bb|-20.00196455|32.15428974
1f500ebe-ecd7-44b4-834f-80fdc629d6f7|-18.69059372|30.51942799
076e364d-b609-4b19-a54d-35957442fa4d|-18.8673945|31.39222972
398cdf0d-9123-40e8-8132-d580ffde872a|-20.0879357|30.02146568
96594221-dc77-4529-844b-b167c30f0fe2|-17.24619095|29.83548161
ed394c80-4ccc-46bc-a7e0-744826792cd5|-21.79785882|30.31216095
e4cb9dfc-26d7-4296-a42c-c28cee6a0eb6|-18.52168585|26.45096678
35f8ea6c-459f-47fc-a9e6-0825041fe97a|-19.71247927|31.83465324
090bc30d-11b7-4340-ba2a-7e066cfabfa5|-19.41910795|32.42204
3fc193b0-b0dc-487b-89b6-20622a2638ab|-20.60742766|30.77328327
1c9e8b89-565e-4e72-b0b2-5034b5b19432|-19.32978733|31.9251463
69199199-a25c-4d9b-ac74-eb31af683983|-17.20384208|31.87974426
0da9c96c-c4d0-4910-8f78-7ba0c8a4b2e1|-18.64845089|30.39452309
0284903f-7285-46d2-bc01-fabb3bdc52b3|-19.78192435|29.98686295
cefc2b50-9bd7-444b-8b6a-f92bab64243b|-18.24266205|30.57655926
462dc93e-70c0-4734-a3c9-1a3b0e0fd50c|-17.21227367|30.16897869
729bc82c-38cb-469c-9638-deeb82bf35d7|-19.97290391|28.39619294
11bba950-64de-433b-9574-85d7b81c5da7|-20.8073875|30.66710472
4e66ede2-0c90-48c9-a32d-e67c5e3f4189|-17.78859202|31.33372124
1047e5d3-85aa-4957-9bc2-7f4faf7a6b42|-17.77410383|32.14433965
39955271-6e7c-4bfe-b749-33c5f2f5e42a|-18.30986444|32.44949098
8a1e7567-8295-4488-9da7-726969587cb0|-16.89343198|31.17336551
8740ee2a-8973-4edd-802d-006ddeb274c2|-21.53843224|30.49994163
f2563f35-0a5d-496b-9dc1-aff0c578405f|-18.0462347|30.38901184
34bf0547-5153-4005-a713-bd700abe70fb|-20.54155739|29.6778483
de835a68-8a40-4b95-b721-b127ca72347d|-21.50729227|30.15074001
a0412a02-3dc9-45d6-bc74-25d491cf39a8|-18.4342125|30.04952259
c254fa8d-c09a-47df-8301-8946b9992376|-17.75837593|31.04819819
3d400aa2-e62f-461d-9f0d-de43ee07c2fb|-19.208936|31.60849053
8f5d4508-d38e-4fa4-8b33-db9ffd5361fe|-19.98024699|31.86976017
972e453f-acdd-49ca-a069-52028d82d9ff|-17.76891805|31.12805842
6a27dc5c-e734-42f6-9a0b-eb2b38605b60|-17.80351711|30.12055664
bae3811b-b3eb-4a55-9bb1-214a6ff7c2d6|-18.80150492|31.3251911
b951a0bb-0376-41bd-b8f1-c1f6ca682306|-19.91985396|32.32696485
b89bb143-bfef-48e2-9953-5af417418f1b|-20.83967746|28.74135748
f4138a2c-8a5e-40b2-b39e-eff10ef84ed5|-20.63093006|29.73970351
7ed5ae96-e1ca-4a6e-9ba8-bb7b6cf4c5fa|-20.48431413|30.24220246
dc2769d3-2ed1-4021-9521-33f29b45664b|-19.13280327|31.66684548
8d6417a5-ce74-4516-bdda-a656b07d3456|-20.45722867|28.35336563
23affb8c-bffd-4fb1-812c-e49bd16a7e60|-16.76033777|30.45660198
65cad805-c8a2-48a4-be41-42566b626837|-19.40253674|30.90428113
769226d1-49d5-4ac2-b5ad-c1c57cbd6576|-19.3502068|31.48235039
ee3bd6fc-903f-4e41-9161-c95ac285f64e|-19.79960079|32.18701836
f4c88f88-ff02-4aa4-a57e-51ff9cf6c292|-17.01167212|29.9020807
592a9615-f7fb-4a85-8ee6-a6928cbbb626|-19.8779611|30.21911552
fc9c6ef8-24a3-42a9-81ed-d17ab65e8be6|-16.25144876|29.31358284
6ddc5d14-6301-4c71-937c-44f928c96e09|-19.2707223|30.1457231
bda5e9b3-1ee7-49d4-adc3-fa69d847c4c5|-19.20898324|28.82654814
e1dea34f-901a-43ef-9ec1-49090f7c50b8|-17.67774233|30.32121184
4ff0f261-7010-4761-b84c-b23d1dcfab9a|-17.21884617|31.84211741
1c5301b2-9726-4b2c-8157-d09a095686e4|-20.00407611|29.82618332
44363858-18f4-4aa7-a340-4030ed010b47|-18.76762626|31.79617934
d4e327bb-4238-49ee-8b28-9f263e40a408|-19.95247027|32.08782693
a97c4fa3-83fe-491d-9eac-e0f75acc5299|-18.50706832|32.03777826
bb776401-99e6-4d46-af38-dfd39920eebf|-17.25119315|30.35872974
1daf1a8c-950f-4c22-96f8-5daf4c3d593d|-20.65488946|29.33098413
98287c83-4d89-41db-8c49-dc5b6a06a1b9|-19.10908291|28.70270522
aa746525-7226-4b10-9493-3596cd61cc19|-18.46495184|31.17366709
02165375-8ab1-4356-8ba2-9bddaf2a97b5|-20.6053346|30.38417087
784f4abb-8870-457b-b7c4-e760ce90b8a4|-19.954557|30.1899224
50268863-8c24-4c04-9503-ea6ff4b2a880|-18.04931836|31.79399345
795ca521-17c1-49f2-b7a4-61934be67c75|-18.61545216|28.95910824
6d93c72d-57e1-43e8-9af2-ca126daff896|-20.01610713|29.66410853
c6bbcdd1-9668-4b5d-aad9-376dad38ee8f|-20.27218353|29.62324711
50f14512-d03c-49d3-ba98-cf63dba08dfa|-18.07231412|29.99453654
33b0da39-a921-44f5-9d22-0b8a09e0bbf2|-16.84604901|29.42339118
efffacf5-2a43-4c0c-81dd-e01f0ee6ff24|-20.49873327|29.51292628
d911e630-e778-4bf4-81c4-49ff5f8e4c01|-18.4896241|26.39399776
8ff0d4dc-1b80-42ac-9db3-7f5f90e7e854|-19.51427178|31.81393259
3df15eff-92f7-4e2a-a40f-5f73eb4d1df7|-18.89704866|30.58991008
5a7f6b4a-f269-44b8-9a92-82334470f1ad|-19.96836532|31.32512802
9dde3610-5634-4a28-b5cf-aca00bbebd0c|-20.0817426|31.13570651
aeb22bd9-44ae-4ca3-88c3-36f3fe6f3163|-21.98156397|29.84384724
4cc1c59a-f411-4bc9-943f-1fbf43135afd|-19.4666132|27.92423488
7acdb442-1580-478c-89a2-35d64537fff2|-21.50569757|29.47710852
87a58bcf-1934-4e91-b847-bd5cf19e9df1|-18.78295489|29.70254526
84b97392-0e10-491d-93d6-f5a0088b589b|-20.57683109|30.04969955
b54eb9b8-31f7-4f22-a231-87cfe93eee22|-19.27838195|29.08821779
cf029210-d2b2-44b1-80aa-962bd4a740b1|-17.61633349|32.16868955
389a1662-2fe2-4114-927b-1741f31a3dc0|-21.68348972|29.77751989
79dc34da-b8d3-4c20-a6d1-1324b18f5cbe|-18.29698386|30.07006894
80a06b3d-06a1-4fbb-8938-bfa8cfa22360|-18.55658134|31.07384572
2158ac76-869d-4f44-b1dd-9a5158cf79f0|-20.96496355|30.76591093
c4410c0f-d48b-4f61-8f83-b1cfcd0414aa|-20.7848662|31.06181236
0346b5ee-9a3d-4841-8906-8ab1cdb57426|-18.93378225|32.39701187
1d5343a0-8235-4e0b-93c7-ef5e8b669ac8|-20.03664231|30.6192047
79483a65-09e2-487a-bd3a-5f1b5785b622|-20.05982319|28.92018178
90724a57-d5d0-4968-8c20-5f4b929f3789|-20.78110765|30.10603731
93a97a39-19dd-4c4f-bbc9-03e3d4ed480b|-19.02001394|29.25980739
204524d8-6b7d-4a03-b9e0-21e8a8ca33aa|-20.35547804|28.17446818
de23c7c7-d9cf-4524-901b-04e3f91bbcfd|-19.04479744|32.55030254
20e7f29e-fe3b-483c-85a0-b886d5e95ba4|-20.01797995|31.89040177
696bb20b-c6f6-4171-87eb-15c47f4e58f6|-18.55520364|32.27199978
363f4768-210b-4f9a-be85-c636a08836b6|-19.52254567|28.57315975
83272e98-7001-4284-b2b7-4dc48f44c101|-17.33346657|31.51444228
3663b23d-f81c-42d7-9e55-6c61e9075733|-18.66268703|30.43940326
04e038f7-2717-4f5b-a567-dbe80a515859|-17.7796239|31.74727568
44cfa7fc-eb00-42d8-8dff-ac970d3ef5f4|-18.71627261|26.41954528
9f3df8c8-493c-484a-87d8-6640a0f0d2be|-21.16253043|30.31110138
c4c727c4-7123-4063-93e6-bc17c9e9b8f0|-20.79242266|29.1443657
f3a02c27-4db1-4121-902c-7e8bd01474bd|-17.55078386|30.09269362
421e8848-d838-4f85-acec-96a7c900e5b5|-21.49010219|29.66526621
0eb14261-4f1e-4170-b52c-a0cfe06343a7|-17.27101436|30.19659117
8382dc8d-d0b1-4165-af7f-9d727d1c0008|-19.86188353|29.67488902
5a9ecf69-cbdf-4415-b6da-b1f3f8001bf0|-17.23631728|30.72200113
08273fb0-fc84-4f0b-b1ef-e063ab00daa1|-19.06060436|29.34701414
53c8a531-646d-4fcb-b293-99c9bd4d39b3|-18.99964446|26.94857839
9af2dfc2-d725-4d10-af26-06cbb82ce69b|-20.96745947|29.61595293
40068fa8-6404-4125-a05b-6f3454fb3332|-20.6512059|28.94151577
69084df0-77d8-4d46-b006-842506f79082|-21.96857768|29.98767112
37681c2c-5140-4cfb-95f2-b51c96e067a8|-16.89961814|29.92275116
437e8969-aa5c-4b64-9619-bbb1443d2f61|-21.220399|30.0381299
4084959d-654a-4e24-abcc-000b734fa949|-16.70897768|29.28804159
a64c6d03-5c23-4324-9c34-0922871ad2e1|-19.42394765|31.72481677
a696e240-affd-430e-ad4c-cc9e121f5ab7|-19.77028433|30.88560217
e1812204-8519-447b-a26d-28d89a3f6f91|-17.72068859|32.22201627
cc6f2b66-9fbb-48f5-86ff-42b601353daa|-18.36173725|32.40446208
904fb8a4-ad45-48e5-922e-ea324b848a24|-21.98390351|30.03054945
2b983561-1bed-4f4d-8006-5824fc3427c5|-20.41546301|30.66397355
0754c0f5-dc73-474e-a925-6305b64366f9|-21.09075046|30.2845114
f216f181-f9ed-4064-8da6-bf33318505fe|-19.05435728|31.17503618
b999306d-a3da-4015-aaf5-e740dc08c34c|-19.77836915|31.50798724
b3febfa4-7187-4741-8853-cb35cc2b75c1|-16.72871568|30.31346795
06431c54-5b83-4d46-8517-a9ee61a2c2da|-20.25133025|29.80004053
f05fd6ec-0e73-4014-a756-40e85fb1c86c|-20.1761229|30.40373352
50b0125c-2a31-4d8f-b531-acc10fc0751e|-19.86931966|32.08964297
e29eabea-d771-476b-9b0b-e11e4c935eed|-17.73186761|30.04356212
5b5453ee-2d30-4de0-b7f8-c8d40ff18e96|-19.56315368|28.68478084
05a989ff-85cc-4ab4-b505-120d3719c247|-16.89606909|30.54144121
707d0324-230c-42bd-9854-db18d517a967|-19.06995044|27.44478255
4dd816b0-4a0f-4b0a-889e-e334b1bcc595|-21.41886831|29.59175468
40d5bbb6-599a-4774-895e-932b646e50be|-16.87046781|30.06248865
733da71f-b258-47cb-b403-d29a82620b49|-19.89499153|31.38350261
fc7ff89a-b9e4-4c96-b5f7-d13e08eaae62|-19.63682963|27.35477685
9bb866ef-192c-4762-8e4b-dd024e9717ef|-18.43181073|26.12612433
2b49cd94-5883-4989-bd4f-0a06310117bb|-17.58781691|30.61463058
a534a282-931b-4b3d-bc65-be8d1784376c|-19.01754622|29.06486422
9c73beb3-a482-45fb-857e-c855d520e83f|-19.848215|31.87787494
176e0dd0-568f-4e0b-8690-55e94e1d01bb|-19.79558064|31.19436491
63254c3e-460f-42b0-9d4f-32a3aff03df1|-20.00542766|30.86515781
3027c984-541b-4732-877c-91244b972310|-18.58045846|31.42197899
b0e291db-7d31-455a-91fb-6af01e28615c|-17.64273723|30.69764691
a75c482f-815b-4592-93c9-02caf5043618|-18.89941497|30.74858941
81f5c262-2db5-4be4-a666-4805d0d21cff|-19.68735343|28.16502823
aad07efc-3f8f-4d58-a133-030d4b0518de|-17.4914854|31.52300958
11a37555-0af2-4173-80a0-0ae60cbea691|-19.86401983|27.80657315
3e8931bc-6d59-46bc-9a25-1c6e4d4e4bbd|-21.07723509|29.21339527
e19612fa-e21e-4f46-9cb0-168b46e567b1|-17.27358603|29.72706068
3ab891ae-2941-4db3-8856-70cfd38232da|-16.45771932|30.07876871
7e9eda43-3ae4-4f76-b1c1-ef8792f150a6|-19.59681941|31.99856423
c340b7f0-7bfc-4178-b659-1d691392fd90|-20.24376386|29.62898649
4a0e9dfe-a7b7-4729-9df6-638cc390823c|-18.36940046|31.33851362
fe27e6e0-19f8-425b-b74e-8db5f14d0fb1|-20.74503967|28.99908415
9be245ef-a130-4729-8921-0168a24fd6d0|-18.19595183|30.92048924
b576c4c9-6bc5-4efd-9132-a189af17b760|-20.32584445|29.02980027
2b215314-7462-495a-ad22-2d90c41761ef|-19.63154903|28.69230479
d28a3191-4eab-488a-9b5a-7913c1fdfdb6|-20.71519633|29.7273927
d4ff504d-2290-426b-8b3d-2f7720ec974d|-18.07531725|30.6394024
dffb0aad-347f-40a5-8765-86890c434666|-17.77473465|31.49881124
1d7e1c00-8f5b-40c7-88f3-255618aac9f5|-19.28698573|29.68489212
9b50cf76-2689-4061-b929-eab80ab9e3ac|-18.91880999|29.74852624
4e67b081-8c3e-4704-bd46-f187a174e802|-20.8908018|31.18096151
d59fffe2-036e-4e5b-9ad8-8666cf8e8a66|-20.42093819|30.6275201
6831c92a-5860-47ff-b5c6-d805d1e56850|-17.88146631|31.13585319
65520e87-3c2d-43ef-b0c0-48b52eb61599|-18.87331255|30.02086516
1f6a407d-9bce-471f-9918-cecf9e0d49d9|-17.43134622|30.160857
f1a6d972-4070-4889-9da1-410ba090fb40|-18.89203616|32.50407319
6808b2f0-f8b6-482e-bb7a-da834b8d8959|-17.42002668|31.93776201
0208b5b1-4b13-4799-8330-29829acaab27|-21.18807279|29.13745198
425a634a-507d-485c-822b-bd2b59d1174c|-16.85599177|30.07842759
5d5fbbf6-6694-4522-bf9f-abec3ce0ba63|-20.23427065|28.48726355
4c25f2da-1ae1-49a8-9836-101871abd1a0|-19.3400014|27.06450906
7a3b9bc4-511a-4a3f-88a7-3b00e17d8168|-18.68579619|32.05079013
87907159-5157-4bbf-be1c-33653b4054ac|-18.6310601|31.72356105
ab9b919d-184e-4673-bfcb-6fc1e04aca34|-17.67147725|30.25121077
e68060f7-9cea-458c-b08a-1516e7ff0aaa|-19.61082435|30.48050668
4b5a7b46-7209-4a68-aff2-499a1ec6a949|-20.79140321|30.7278365
601766ec-1115-4e1d-819c-c1a1a63cb27e|-19.98618412|30.27522998
49381f25-2887-49c4-af1b-64fa0bf63ad9|-16.97405294|30.71747568
d283fde3-ff4a-44f0-9f20-47a474397c37|-20.89525086|29.26368653
77efe962-2723-439b-a12e-1efa54988f93|-17.10338299|29.52970623
231e8097-39b5-4117-9fe0-9df016379ee7|-18.06399683|30.5269312
31f2a6b1-d553-449b-a645-ccd876c6cdc5|-21.95251162|30.04936071
88d2580c-89c3-4059-8f70-cc0985738ba0|-21.38078562|30.41643961
df755ecc-aa63-4f05-b963-4aec6d9d56d0|-20.10386627|29.77380062
e91cc601-30df-43e8-976e-0a341e295159|-17.12565966|31.07722055
384a82fc-fdd2-4520-9294-a30a23af63c0|-21.16883812|29.87669396
76095944-e33b-459b-9b32-22b631029547|-19.63240074|32.02231184
26ef43bb-cc3a-431e-b72e-e65805966d9c|-20.59331585|29.06860016
f16a7a43-afad-48bd-a2e4-9ac22ab33a87|-18.77502041|32.54758874
78010c00-7e80-427f-b3b2-2c6ba26a9976|-19.0265889|32.72156259
edb2f238-97e3-41dd-8e35-900ebb4eda35|-21.40200516|30.75658168
293fa82b-885f-4618-8362-72e2e7acd2f3|-16.87462949|29.66677616
cd2515c8-cbf6-47e0-b569-85b4f33deedf|-19.64153086|31.93164137
781e6ef5-57e2-48d0-8d76-ca8d1d700609|-19.7656562|27.55794352
382b9bd8-94e3-4a17-99cc-70186f26b92d|-19.539773|29.31216597
104d846f-61bb-4645-a47f-8e5367a47c81|-17.76324329|30.79142356
f1986607-f787-4e8a-b79c-702e90212d47|-21.12602376|30.27002409
8f24a940-387a-4716-923d-a1a01f04669d|-20.03402839|29.29739834
cd1eab47-8cf3-4837-b8c1-b9feae1de746|-18.79858416|31.61805996
9391ec4c-6de9-4e0f-b5ce-3007f4fba640|-19.82970281|32.19172893
2536685d-063e-4161-89ab-578b4d075337|-19.74889624|32.07662202
6c0f186e-5622-43cc-926d-44490ba7fcdf|-17.74319389|31.82258294
7d41fb9b-1889-4328-b02f-bf0584abd018|-17.83115085|31.04523777
1c0fe633-eb31-4688-b2fa-809981df9e12|-20.00538333|29.21311101
31880c53-2c5c-4431-a058-24921922b8d2|-21.27016137|30.46493707
9a63325c-87c5-46ec-93b0-2093fcf7d107|-20.24422532|31.39560237
93f11a8a-a65a-4231-990c-1f95b0fdf9d5|-19.23392769|32.14060806
04c3047f-500e-4234-b3a3-18e58d5e5a7a|-21.19595587|30.68882984
02483266-8ecf-40a5-9ccd-4e2b851b2789|-17.52227977|29.8540557
9530b7af-0e45-4e90-9a24-7118679e71ad|-17.59792963|30.66153243
402c8b91-0458-4cbf-9203-470f8b022ea6|-16.74494981|30.16696555
1dbbcdba-b2f0-492e-9643-0ef865606b24|-19.19969653|29.01696793
1b7d2d37-0c38-451d-b1ae-84a70254fef0|-17.78575291|30.92440964
35016759-bd31-4c05-b25b-280dd85d9d4c|-19.13118518|31.46014099
fa5fd4b2-0c26-44f2-857a-9fe8a9f79fb9|-19.49820198|27.12704734
fcbd1da5-9351-48c5-b8e3-f9c5498cca15|-21.16334415|30.95853457
d11a8a44-0507-406e-a5f3-d4025caa7e4a|-16.49744575|29.63095497
c456aafb-4290-43ec-954f-6c089f2d3c51|-20.93536572|30.84426939
3850081d-4f3c-4ad9-bc40-d9c1e289857b|-19.8641208|28.55823331
e1a8319d-d23b-41b1-aeb2-5c799cae2ee2|-19.43014569|32.41798834
b7894b4d-4426-4177-a4c6-3b6f0f8257be|-17.24315074|30.05284961
01f74d18-bf27-401a-9deb-7cf624703065|-20.27330059|30.36975028
227654f4-2fe0-4afb-8bea-dcc1965791e3|-19.53577672|29.63277161
d9d70640-f118-4b8b-a56c-6ecfd5eacb8c|-16.47739607|29.68967702
613bc415-040a-41fa-9267-5e92229ba5ff|-18.58497368|31.15733589
b4f0ace4-153d-4915-ad99-0ab1e1274d7e|-20.49315132|28.46333404
fb6df5b8-4c90-4c59-a330-abd332abfefc|-20.6285537|29.32398002
f5fedbca-f858-40a0-8a6e-cf9303575a2b|-18.51870936|26.48859372
bf84c9cb-8577-4a0c-8ad9-b675dbb6c802|-19.45257595|27.26903372
c0a93893-962c-44be-8822-e9b4d3c8d289|-20.14335494|28.15039177
ea1eff40-e33a-4af7-9dd7-cce6bfb9a5bd|-18.97085018|28.80927576
7d64888a-f85f-4bc1-81db-abe4a9bb9083|-19.4446984|30.30902473
7278960b-7b7f-4f1e-b9a7-11c5983da69e|-19.08756485|28.94258372
05c1b353-c7e2-45c9-b6c2-232f19475e69|-19.25360625|32.62342052
915cf2ee-fd24-4dca-a572-3e1052d78d4e|-17.8766767|30.795567
d40f6b23-2a6e-45b6-8c20-e57e49cdd87a|-17.99291211|30.14864598
5bc04152-8772-42f8-bab3-5f70e864ab29|-16.71331107|30.30935796
4f33ad56-d743-42d4-883b-2e6a18f45ac2|-20.06889852|31.5254357
299f327f-ac54-43f4-a808-9a4da6d03e88|-18.74636383|29.79124266
39c2259e-bb74-4f97-b2e3-ff168d151a5b|-17.26582338|29.71541576
22f20133-1ddc-4708-b660-497347efcfb1|-17.76438171|31.30288184
dfdf014b-acfd-4bd8-a3d8-f1adbe3852fb|-20.38584218|29.42996424
9bfed227-03ed-42de-beb7-45d8aa64ddc2|-19.68310165|29.38691764
e70c16d4-e9fb-4ea8-9611-b432a98812c9|-19.5444087|31.78544054
b10e2d8b-867e-42fe-915c-d89b4e350b6f|-19.15563684|31.26365644
3f591bb9-ddf3-42fa-90e8-9a1db5caa8be|-20.46241237|28.66510322
